5,AWOL,Hip-Hop,This World,AWOL - A Way Of Life,2008,-74.4056612
625,Ed Askew,Folk,Climbing To The Top,Rainy Day Song,2008,-74.0059731
666,Explode Into Colors,Reggae - Dub,Heat,summer 2008 demos,2008,-122.6762071
667,Explode Into Colors,Reggae - Dub,Sharpen The Knife,summer 2008 demos,2008,-122.6762071
676,Fanatic,Hip-Hop,The Tension,Change Thoughts (radio edit),2008,0.0
690,Flying Luttenbachers,Rock,Cataclysm,Cataclysm,2008,-87.6297982
694,Food For Animals,Hip-Hop,Planet Say (featuring Faust),mp3 single with Faust,2008,-76.6121893
695,Food For Animals,Hip-Hop,Elephants,Cock Rock Disco 2006 Free Compilation,2008,-76.6121893
704,Fósforo,Latin America,Mano De Dios,Macondo,2008,-118.2436849
705,Fósforo,Latin America,Tio Cocodrilo,Macondo,2008,-118.2436849
706,Fósforo,Latin America,Esto Es Califas,Macondo,2008,-118.2436849
707,Fósforo,Latin America,Cochabamba,Macondo,2008,-118.2436849
708,Fósforo,Latin America,Desconocido,Macondo,2008,-118.2436849
709,Fósforo,Latin America,Cumbia De Obama,Macondo,2008,-118.2436849
714,Fursaxa,Folk,Circle Moon,The Cult From Moon Mountain,2008,-75.163789
715,Fursaxa,Folk,Kokopelli,Kobold Moon,2008,-75.163789
716,Fursaxa,Folk,Saxalainen,Kobold Moon,2008,-75.163789
718,Fursaxa,Folk,Song Of The Spindle Berry,Kobold Moon,2008,-75.163789
777,Glove Compartment,Rock,Relaxing,Quickies,2008,-73.95
814,Hall Of Fame,Folk,Motion Passings,Hall of Fame (2000),2009,0.0
821,Hecuba,Pop,Sir,"Sir 12"" EP",2008,-118.2436849
822,Hecuba,Pop,Tom & Jerry,"Sir 12"" EP",2008,-118.2436849
825,Here Comes A Big Black Cloud!!,Rock;Loud-Rock;Psych-Rock;Indie-Rock,Death March,Pompeii,2008,-122.6762071
853,Hutzl Ukranian Ensemble,International,Welsinsni Melodyi,Black Mirror: Reflections In Global Musics (1915-1955),2008,0.0
890,Ilyas Ahmed,Free-Folk,Softly Tomorrow,Century of Moonlight,2008,-122.6762071
892,Ilyas Ahmed,Free-Folk,Phantom Sky,The Vertigo of Dawn,2008,-122.6762071
897,Infinite Body,Noise,2,White Hymn,2008,-118.1445155
993,Jad Fair and Jason Willett,Rock,Or So I've Been Told,The Sounds of Megaphone Unlimited,2008,0.0
995,Kevin Shields,Noise,No Good Deed Goes Unpunished,The Death of Patience,2008,-118.2436849
997,Kevin Shields,Noise,Nothing's Ever Ending,The Death of Patience,2008,-118.2436849
998,Kevin Shields,Noise,Apparently,The Death of Patience,2008,-118.2436849
1039,Lightning Bolt,Noise-Rock,13 Monsters,Ride the Skies,2008,-71.4128343
1040,Lightning Bolt,Noise-Rock,Dracula Mountain,Wonderful Rainbow,2008,-71.4128343
1066,Lucky Dragons,Audio Collage,Helicopter de Cristal,Norteñas,2008,-118.2436849
1069,Lucky Dragons,Audio Collage,Un Lagrima en la Discoteca,Norteñas,2008,-118.2436849
1073,Lucky Dragons,Audio Collage,Onda Tocadisco,Norteñas,2008,-118.2436849
1075,Lucky Dragons,Audio Collage,Painful Corazon,Norteñas,2008,-118.2436849
1082,M. Nguyen Van Minh-Con,International,Nam Nhi-tu,Black Mirror: Reflections In Global Musics (1915-1955),2008,0.0
1083,Magic Lantern,Avant-Garde,Feasting on Energy,High Beams,2008,-118.1956168
1087,Mahjongg,Rock,Tell The Police The Truth,Kontpab,2008,-87.6297982
1102,Mary Halvorson and Weasel Walter,Rock,Rare Vodka from the Fourteenth Century,Opulence,2008,-87.6297982
1193,Mount Eerie,Folk,Wooly Mammoth's Absence,Seven New Songs,2008,-122.6126718
1195,Mount Eerie,Folk,With My Hands Out,Seven New Songs,2008,-122.6126718
1196,Mount Eerie,Folk,2 Blonde Braids,Seven New Songs,2008,-122.6126718
1197,Mount Eerie,Folk,My Burning,Seven New Songs,2008,-122.6126718
1249,Nautical Almanac,Noise,"""Cleanse Bath"" 10"" Metal Laquer",Handcut Record Transfers,2008,-76.6121893
1259,Nautical Almanac,Noise,Rolling In The Green,Cover The Earth,2008,-76.6121893
1270,Necropolis,Punk,Cocksuckerbastardmotherfucker,"Workingman / Cocksuckerbastardmotherfucker 7""",2008,-82.9987942
1276,Negativland,Audio Collage,Richard Nixon Died Today,Thigmotactic,2008,-122.4194155
1277,Negativland,Audio Collage,No Business,No Business,2008,-122.4194155
1278,Negativland,Audio Collage,Downloading,No Business,2008,-122.4194155
1417,Pierced Arrows,Rock,Guns of Thunder,Straight To the Heart,2008,-122.5703692
1427,Plastic Crimewave Sound,Rock,I Feel Evils,Painted Shadows,2008,-87.6297982
1443,Pocahaunted,Drone,Time Fist,Bored Fortress Single Series Split w. Charalambides,2008,-118.2117257
1482,Rainbro,Electronic,Reindeer Dance,Vectors,2008,0.0
1510,Ric Royer &amp; G. Lucas Crane,Noise,Zombie,They Lured Us Into the Basement,2008,-76.6121893
1544,Samara Lubelski,Psych-Folk,Song of The Stations,In The Valley,2008,-74.0059731
1642,So Cow,Pop,Hrz,Wackity Schmackity Doo,2008,-8.8556275
1644,So Cow,Pop,Outskirts,Wackity Schmackity Doo,2008,-8.8556275
1649,So Cow,Pop,Inis Meain,Wackity Schmackity Doo,2008,-8.8556275
1661,So Cow,Pop,Only Fools and Horses Theme,Wackity Schmackity Doo,2008,-8.8556275
1663,Softboiled Eggies,Pop,So High,Egg Soldiers,2008,-118.2436849
1666,Softboiled Eggies,Pop,She Fell Through the Trees,Egg Soldiers,2008,-118.2436849
1673,Solemn Man,Field Recordings,Track 07,Thee Haunted Cobblestone Sunset Concert Series #10,2008,-71.4128343
1680,The Sounds of Taraab,International,Bashraf Salama,Zanzibar; New York,2008,-74.007124
1681,The Sounds of Taraab,International,Daka Kozi Manowe,Zanzibar; New York,2008,-74.007124
1682,The Sounds of Taraab,International,Nie Zama Nie Sema,Zanzibar; New York,2008,-74.007124
1683,The Sounds of Taraab,International,Mapenzi Matamu,Zanzibar; New York,2008,-74.007124
1684,The Sounds of Taraab,International,Mahaba Wa Taka Nini,Zanzibar; New York,2008,-74.007124
1685,The Sounds of Taraab,International,Eni Wana Damu,Zanzibar; New York,2008,-74.007124
1686,The Sounds of Taraab,International,Rufiji,Zanzibar; New York,2008,-74.007124
1687,The Sounds of Taraab,International,Lala; Mpenzi Lala,Zanzibar; New York,2008,-74.007124
1688,The Sounds of Taraab,International,Sishituki,Zanzibar; New York,2008,-74.007124
1689,The Sounds of Taraab,International,Unalo,Zanzibar; New York,2008,-74.007124
1701,Spires That in the Sunset Rise,Folk,Clouds,This is Fire,2008,-87.6297982
1702,Spires That in the Sunset Rise,Folk,Java Pop,Curse the Traced Bird,2008,-87.6297982
1703,Spires That in the Sunset Rise,Folk,Equus Haar,Curse the Traced Bird,2008,-87.6297982
1704,Spires That in the Sunset Rise,Folk,Morning Song,This is Fire,2008,-87.6297982
1706,Strapping Fieldhands,Rock,In the Pineys,In the Pineys,2008,-75.163789
1720,Sun Araw,Psych-Rock,Harken Sunshine,The Phynx,2008,-118.2436849
1732,Teeth Mountain,Experimental,Black Jerusalem,Teeth Mtn CD-R,2008,-76.6121893
1733,Teeth Mountain,Experimental,Keinsein,Teeth Mtn CD-R,2008,-76.6121893
1735,Teeth Mountain,Experimental,Ghost Science,Teeth Mtn CD-R,2008,-76.6121893
1736,Teeth Mountain,Experimental,Soft Beast,Teeth Mtn CD-R,2008,-76.6121893
1883,The Yolks,Rock,I Do What I Do,Introducing The Yolks,2008,-87.632409
1891,Thee Oh Sees,Rock,Kids In Cars,Peanut Butter Oven EP,2008,-122.4194155
1893,Tommy Jay,Folk,Memories,Tommy Jay's Tall Tales Of Trauma,2008,-82.9987942
1924,The Twin Atlas,Folk,Calling For You,Inside the Skate Scandal,2008,-74.4056612
1925,The Twin Atlas,Folk,Happy At The Wheel,Magic Car Wash,2008,-74.4056612
1929,U.S. Girls,Avant-Garde,Buzz Chant,Spleencoffin presents: Ladyz in Noyz,2009,0.0
1930,Upsilon Acrux,Progressive,So Thereby...and furthermore...thus henceforth...Mono,Galapagos Momentum,2008,-118.2436849
2012,White Mice,Noise,The White Mice,Assphixxxeateshun,2008,-71.4128343
2096,Grouper,Experimental,title unknown,1st CD-R,2008,-122.6762071
2097,Hall Of Fame,Folk,My Sweet Miasma,Paradise Now,2008,0.0
2099,luc,Experimental Pop,....like bacon sundays,peaofthesea,2008,-122.6762071
3263,Ai Aso,Folk,A Date,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2008,139.7035494
3264,Ai Aso,Folk,Tee Te Te,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2008,139.7035494
3265,Ai Aso,Folk,Lavender,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2008,139.7035494
3266,Ai Aso,Folk,Land,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2008,139.7035494
3270,Arborea,Folk,Song for Obol,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,2009,0.0
3271,Arborea,Folk,Beirut,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,2009,0.0
3272,Arborea,Folk,Seadrift,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,2009,0.0
3273,Arborea,Folk,Redbird,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,2009,0.0
3274,Arborea,Folk,Forewarned,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,2009,0.0
3492,Citay,Rock,On The Wings,Live at WFMU on Liz Berg's Show on 3/24/2008,2008,-122.4194155
3532,Cryptacize,Experimental Pop,Heaven Is Human,Live at WFMU on Liz Berg's Show on 6/13/2008,2008,-122.2711137
3533,Cryptacize,Experimental Pop,New Spell,Live at WFMU on Liz Berg's Show on 6/13/2008,2008,-122.2711137
3534,Cryptacize,Experimental Pop,Cosmic Sing-a-long,Live at WFMU on Liz Berg's Show on 6/13/2008,2008,-122.2711137
3535,Cryptacize,Experimental Pop,No Coins,Live at WFMU on Liz Berg's Show on 6/13/2008,2008,-122.2711137
3537,Cryptacize,Experimental Pop,We'll Never Dream Again,Live at WFMU on Liz Berg's Show on 6/13/2008,2008,-122.2711137
3538,Cryptacize,Experimental Pop,Say You Will,Live at WFMU on Liz Berg's Show on 6/13/2008,2008,-122.2711137
3573,Dan Deacon,Electronic,Piggled,Live at WFMU on OCDJ's Show on 7/23/2003,2008,-76.6121893
3598,Ed Askew,Folk,Little Eyes,Live at WFMU 10/30/07 on Hatch's Show,2009,-74.0059731
3624,Fallen Leaves,Rock;Post-Punk,Days of Summer,Live at WFMU on Evan Davies's Show on 9/16/2008,2008,-0.1276831
3707,Gary Higgins,Folk,Stable the Spuds,Live at WFMU on Brian Turner's Show on 7/26/2005,2008,0.0
3708,Gary Higgins,Folk,Thicker Than A Smokey,Live at WFMU on Brian Turner's Show on 7/26/2005,2008,0.0
3720,Indian Jewelry,Noise-Rock;Psych-Rock,Walking on the Water,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
3721,Indian Jewelry,Noise-Rock;Psych-Rock,Pow Wow,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
3722,Indian Jewelry,Noise-Rock;Psych-Rock,Swans,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
3724,Indian Jewelry,Noise-Rock;Psych-Rock,Temporary Famine Ship,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
3725,Indian Jewelry,Noise-Rock;Psych-Rock,West Alabama,Live at WFMU on Liz B's Show on 7/7/2008,2008,-95.3693896
3761,Kinski,Rock;Post-Rock,Improv,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
3762,Kinski,Rock;Post-Rock,Snowy Parts of Scandinavia,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
3763,Kinski,Rock;Post-Rock,Shelley Winters Overdrive,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
3765,Kinski,Rock;Post-Rock,Waves of Second Guessing,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
3766,Kinski,Rock;Post-Rock,Rhode Island Freakout,Live at WFMU on Brian Turner's Show on 4/22/2003,2008,-122.3320708
3775,La Troba Kung-Fu,Latin America;Polka,Cumbia Infierno,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
3776,La Troba Kung-Fu,Latin America;Polka,La Canco de Lladre,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
3777,La Troba Kung-Fu,Latin America;Polka,Volant,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
3778,La Troba Kung-Fu,Latin America;Polka,Calor Calor,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
3779,La Troba Kung-Fu,Latin America;Polka,Rock Rumba,Live at WFMU on Rob Weisberg's Show on 10/18/2008,2008,2.07575
3832,Lior,Folk,Bedoin Song,Live at WFMU on Irene Trudel's show 10/27/2008,2009,0.0
3833,Lightning Bolt,Rock,Track 01,Live at WFMU on Brian Turner's Show on 2/27/2001,2008,-71.4128343
3840,Lightning Bolt,Rock,Track 08,Live at WFMU on Brian Turner's Show on 2/27/2001,2008,-71.4128343
3880,Mary Halvorson and Jessica Pavone,Folk,Crawling,Live at WFMU on Bethany's Show on 9/10/2006,2008,-73.990364
3895,MetroFolk,Balkan,Invitita and de Cingheri from Transylvania,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008,2008,-73.95
3896,MetroFolk,Balkan,Gypsy Csardas and Men's Dances from Kalotaszeg,MetroFolk Live at Barbes on Rob Weisberg's Show 5/17/2008,2008,-73.95
3904,Michael Chapman,Folk,Sometimes,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
3905,Michael Chapman,Folk,Twisted Road,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
3906,Michael Chapman,Folk,Sometimes,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
3908,Michael Chapman,Folk,Caddo Lake,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
3909,Michael Chapman,Folk,Dewbury Road / That Time of Night,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
3910,Michael Chapman,Folk,Kodak Ghosts,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
3911,Michael Chapman,Folk,Dust Devils,Live at WFMU on Irene Trudel's Show on 10/13/2008,2008,0.0
3912,Michael Chapman,Folk,Fahey's Flag,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
3913,Michael Chapman,Folk,Memhpis in Winter,Live at WFMU on Hatch's Show on 12/12/2005,2008,0.0
3920,Michael Holt,Folk,Fragrant Rota,Live at WFMU on Irene Trudel's Show on 9/10/2007,2008,-79.3831843
3921,Michael Holt,Folk,Hiawatha's Lullaby,Live at WFMU on Irene Trudel's Show on 9/10/2007,2008,-79.3831843
3950,Miss Derringer,Rock;Garage,Click Click Bang Bang,Live at WFMU of Joe Belock's Show 6/19/2008,2009,-118.2436849
4013,Nalle,Folk,Ravens,Live at WFMU on Irene Trudel's Show on 3/31/2008,2008,-4.251806
4017,Nalle,Folk,New Roots,Live at WFMU on Irene Trudel's Show on 3/31/2008,2008,-4.251806
4022,Negative Approach,Hardcore,Can't Tell No One,Live at WFMU on Brian Turner's Show on 5/27/2008,2008,-83.0457538
4037,Neil Halstead,Singer-Songwriter,Oh! Mighty Engine,Live at WFMU on Irene Trudel's Show 11/10/08,2009,0.0
4066,Peter Walker,Psych-Folk,Soleade,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
4067,Peter Walker,Psych-Folk,Por Rosa,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
4068,Peter Walker,Psych-Folk,Alegrias Variation,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
4069,Peter Walker,Psych-Folk,Tune on Karen Dalton's Guitar,Live at WFMU on Irene Trudel's Show on 6/9/2008,2008,0.0
4070,Pistolera,Latin America,Nuevos Ojos,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4071,Pistolera,Latin America,Mentirosas,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4072,Pistolera,Latin America,Tatuaje,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4073,Pistolera,Latin America,Policia,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4074,Pistolera,Latin America,Vieja,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4075,Pistolera,Latin America,Un Momento,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4076,Pistolera,Latin America,No te Olvidare,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4077,Pistolera,Latin America,Algo Pa que te Olvides,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4078,Pistolera,Latin America,No Suspires,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4079,Pistolera,Latin America,Extranjero,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4080,Pistolera,Latin America,Cazador,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4091,Polka Madre,Polka;Balkan;Europe,1864,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4092,Polka Madre,Polka;Balkan;Europe,Nina Olga Vodka,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4093,Polka Madre,Polka;Balkan;Europe,Amsterdam,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4094,Polka Madre,Polka;Balkan;Europe,Vida Propia,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4095,Polka Madre,Polka;Balkan;Europe,Funeral Brahms,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4096,Polka Madre,Polka;Balkan;Europe,La Fin Du Monde,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4097,Polka Madre,Polka;Balkan;Europe,Clammy Hands,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4098,Polka Madre,Polka;Balkan;Europe,Russo Trap,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4099,Polka Madre,Polka;Balkan;Europe,Stalin's Head,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4100,Polka Madre,Polka;Balkan;Europe,Gitanas Mojadas,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4101,Polka Madre,Polka;Balkan;Europe,Karjalainen Tanssi,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4102,Polka Madre,Polka;Balkan;Europe,Herasinkuoleena,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4103,Polka Madre,Polka;Balkan;Europe,Circo Del Siglo,Polka Madre Live at WFMU on Rob Weisberg's Show on 9/6/2008,2009,-99.133208
4108,Psychedelic Horseshit,Rock,New Wave Hippies,Live at WFMU on Brian Turner's Show on 12/18/2007,2008,-83.002984
4232,The Sounds of Taraab,African;Middle East,Bowmazan Ya Mahaba  Bi Kidude song ,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
4233,The Sounds of Taraab,African;Middle East,Interview,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
4234,The Sounds of Taraab,African;Middle East,Mapenzi Matamu,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
4235,The Sounds of Taraab,African;Middle East,Kanilemaza  Ikhwani Safaa,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
4236,The Sounds of Taraab,African;Middle East,Enyi Wana Damu  Sharmila and Black Star Orchestra,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
4239,The Sounds of Taraab,African;Middle East,Shishituki,Live at WFMU on Rob Weisberg's Show on 4/7/2007,2008,-74.007124
4450,Twi the Humble Feather,Folk,Adventures of Castle One,Live at WFMU on Bethany Ryker's Show on 10/5/2008,2008,-73.9271644
4507,Yan Yalego,French,Mon Amant de St. Jean,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4508,Yan Yalego,French,Five Foot Two,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4509,Yan Yalego,French,Haricots,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4510,Yan Yalego,French,no title,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4511,Yan Yalego,French,Petit 'n Mwen,Yan Yalego Live at Barbes on Rob Weisberg's Show 5/17/2008,2009,0.0
4519,High Places,Electronic,Golden,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
4520,High Places,Electronic,From Stardust to Sentience,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
4521,High Places,Electronic,Namer,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
4522,High Places,Electronic,Oceanus,Live at WFMU on Marty McSorely's Show on 10/28/2008,2008,-118.2436849
4682,Dälek,Hip-Hop,Asylum (Permanent Underclass),Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
4684,Dälek,Hip-Hop,Eyes to Form Shadows,Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
4685,Dälek,Hip-Hop,Ever Somber,Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
4688,Dälek,Hip-Hop,Culture for Dollars,Live at WFMU on Mike's Show on 9/25/2004,2008,-77.0952516
4777,Half Japanese,Rock,Firecracker,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4778,Half Japanese,Rock,Too Much Fun,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4779,Half Japanese,Rock,Secret Admirer,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4780,Half Japanese,Rock,Too Much Adrenaline,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4781,Half Japanese,Rock,No Big Deal,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4782,Half Japanese,Rock,Thing With a Hook,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4784,Half Japanese,Rock,Rosemary's Baby,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4785,Half Japanese,Rock,I Know How It Feels...Bad,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4786,Half Japanese,Rock,1;000;000 Kisses,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4787,Half Japanese,Rock,Nicole Told Me,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4788,Half Japanese,Rock,Fire To Burn,Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,0.0
4799,Harvey Milk,Rock,I've Got a Love,Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin; TX on 3/14/2008,2008,-83.3833333
4835,Peelander-Z,Rock,Steak,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,2008,138.252924
4836,Peelander-Z,Rock,Panda Punk Tongue,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,2008,138.252924
4838,Peelander-Z,Rock,Punk Rock,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,2008,138.252924
4846,Mamak Khadem,Middle East,Bistoon,Live at WFMU on Rob Weisberg's Show on 10/4/2008,2008,-118.2436849
4848,Mamak Khadem,Middle East,(introduction),Live at WFMU on Rob Weisberg's Show on 10/4/2008,2008,-118.2436849
4849,Mamak Khadem,Middle East,Avareh,Live at WFMU on Rob Weisberg's Show on 10/4/2008,2008,-118.2436849
5006,New Bomb Turks,Punk;Garage,So Long; Silver Lining,Live at WFMU on Mike L's Show on 11/10/2002,2008,-82.9987942
5156,Peter Biedermann,Folk,Circles,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
5157,Peter Biedermann,Folk,Copenhagen,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
5158,Peter Biedermann,Folk,Running,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
5159,Peter Biedermann,Folk,Christiania,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
5169,Peter Biedermann,Folk,The Uncommon Man,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
5170,Peter Biedermann,Folk,Labyrinth,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
5171,Peter Biedermann,Folk,Cover Up,Live at WFMU 5/5/08 on Irene Trudel's show,2009,-74.0059731
5191,caUSE co-MOTION,Pop,Say What You Feel,Live at WFMU on Michael Goodstein's Show on 9/13/2004,2008,0.0
